出表日期,報告年度,公司代號,公司名稱,公司年度召開法說會次數(次),date
1150513,113,1217,愛之味,2,2026-05-17
1150513,113,1218,泰山,2,2026-05-17
1150513,113,1219,福壽,1,2026-05-17
1150513,113,1220,台榮,2,2026-05-17
1150513,113,1225,福懋油,1,2026-05-17
1150513,113,1227,佳格,1,2026-05-17
1150513,113,1229,聯華,2,2026-05-17
1150513,113,1231,聯華食,1,2026-05-17
1150513,113,1232,大統益,1,2026-05-17
1150513,113,1233,天仁,1,2026-05-17
1150513,113,1234,黑松,2,2026-05-17
1150513,113,1235,興泰,1,2026-05-17
1150513,113,1236,宏亞,1,2026-05-17
1150513,113,1256,鮮活果汁-KY,2,2026-05-17
1150513,113,1301,台塑,4,2026-05-17
1150513,113,1303,南亞,4,2026-05-17
1150513,113,1304,台聚,4,2026-05-17
1150513,113,1305,華夏,4,2026-05-17
1150513,113,1307,三芳,1,2026-05-17
1150513,113,1308,亞聚,2,2026-05-17
1150513,113,1309,台達化,2,2026-05-17
1150513,113,1310,台苯,1,2026-05-17
1150513,113,1312,國喬,2,2026-05-17
1150513,113,1313,聯成,2,2026-05-17
1150513,113,1314,中石化,2,2026-05-17
1150513,113,1315,達新,1,2026-05-17
1150513,113,1316,上曜,2,2026-05-17
1150513,113,1319,東陽,7,2026-05-17
1150513,113,1321,大洋,1,2026-05-17
1150513,113,1323,永裕,1,2026-05-17
1150513,113,1324,地球,2,2026-05-17
1150513,113,1325,恆大,1,2026-05-17
1150513,113,1326,台化,2,2026-05-17
1150513,113,1337,再生-KY,1,2026-05-17
1150513,113,1338,廣華-KY,2,2026-05-17
1150513,113,1339,昭輝,2,2026-05-17
1150513,113,1340,勝悅-KY,1,2026-05-17
1150513,113,1341,富林-KY,1,2026-05-17
1150513,113,1342,八貫,1,2026-05-17
1150513,113,1402,遠東新,6,2026-05-17
1150513,113,1409,新纖,2,2026-05-17
1150513,113,1410,南染,1,2026-05-17
1150513,113,1413,宏洲,1,2026-05-17
1150513,113,1414,東和,1,2026-05-17
1150513,113,1416,廣豐,1,2026-05-17
1150513,113,1417,嘉裕,1,2026-05-17
1150513,113,1418,東華,1,2026-05-17
1150513,113,1419,新紡,1,2026-05-17
1150513,113,1423,利華,1,2026-05-17
1150513,113,1432,大魯閣,2,2026-05-17
1150513,113,1434,福懋,2,2026-05-17
1150513,113,1435,中福,1,2026-05-17
1150513,113,1436,華友聯,1,2026-05-17
1150513,113,1437,勤益控,2,2026-05-17
1150513,113,1438,三地開發,1,2026-05-17
1150513,113,1439,雋揚,3,2026-05-17
1150513,113,1440,南紡,2,2026-05-17
1150513,113,1441,大東,1,2026-05-17
1150513,113,1442,名軒,1,2026-05-17
1150513,113,1443,立益物流,1,2026-05-17
1150513,113,1444,力麗,1,2026-05-17
1150513,113,1445,大宇,1,2026-05-17
1150513,113,1446,宏和,1,2026-05-17
1150513,113,1447,力鵬,1,2026-05-17
1150513,113,1449,佳和,2,2026-05-17
1150513,113,1451,年興,1,2026-05-17
1150513,113,1452,宏益,1,2026-05-17
1150513,113,1453,大將,1,2026-05-17
1150513,113,1454,台富,4,2026-05-17
1150513,113,1455,集盛,2,2026-05-17
1150513,113,1456,怡華,1,2026-05-17
1150513,113,1457,宜進,1,2026-05-17
1150513,113,1459,聯發,2,2026-05-17
1150513,113,1460,宏遠,1,2026-05-17
1150513,113,1463,強盛新,1,2026-05-17
1150513,113,1464,得力,2,2026-05-17
1150513,113,1465,偉全,1,2026-05-17
1150513,113,1466,聚隆,1,2026-05-17
1150513,113,1467,南緯,1,2026-05-17
1150513,113,1468,昶和,2,2026-05-17
1150513,113,1470,大統新創,2,2026-05-17
1150513,113,1471,首利,1,2026-05-17
1150513,113,1472,三洋實業,1,2026-05-17
1150513,113,1473,台南,2,2026-05-17
1150513,113,1474,弘裕,2,2026-05-17
1150513,113,1475,業旺,1,2026-05-17
1150513,113,1476,儒鴻,6,2026-05-17
1150513,113,1477,聚陽,30,2026-05-17
1150513,113,1503,士電,1,2026-05-17
1150513,113,1504,東元,13,2026-05-17
1150513,113,1506,正道,1,2026-05-17
1150513,113,1512,瑞利,1,2026-05-17
1150513,113,1513,中興電,2,2026-05-17
1150513,113,1514,亞力,1,2026-05-17
1150513,113,1515,力山,2,2026-05-17
1150513,113,1516,川飛,1,2026-05-17
1150513,113,1517,利奇,1,2026-05-17
1150513,113,1519,華城,1,2026-05-17
1150513,113,1521,大億,1,2026-05-17
1150513,113,1522,堤維西,1,2026-05-17
1150513,113,1524,耿鼎,1,2026-05-17
1150513,113,1525,江申,2,2026-05-17
1150513,113,1526,日馳,1,2026-05-17
1150513,113,1527,鑽全,2,2026-05-17
1150513,113,1528,恩德,1,2026-05-17
1150513,113,1529,樂事綠能,4,2026-05-17
1150513,113,1530,亞崴,1,2026-05-17
1150513,113,1531,高林股,1,2026-05-17
1150513,113,1532,勤美,3,2026-05-17
1150513,113,1533,車王電,1,2026-05-17
1150513,113,1535,中宇,2,2026-05-17
1150513,113,1536,和大,2,2026-05-17
1150513,113,1537,廣隆,3,2026-05-17
1150513,113,1538,正峰,1,2026-05-17
1150513,113,1539,巨庭,2,2026-05-17
1150513,113,1540,喬福,1,2026-05-17
1150513,113,1541,錩泰,1,2026-05-17
1150513,113,1558,伸興,2,2026-05-17
1150513,113,1560,中砂,7,2026-05-17
1150513,113,1563,巧新,12,2026-05-17
1150513,113,1568,倉佑,2,2026-05-17
1150513,113,1582,信錦,3,2026-05-17
1150513,113,1583,程泰,1,2026-05-17
1150513,113,1587,吉茂,1,2026-05-17
1150513,113,1589,永冠-KY,1,2026-05-17
1150513,113,1590,亞德客-KY,22,2026-05-17
1150513,113,1597,直得,1,2026-05-17
1150513,113,1598,岱宇,2,2026-05-17
1150513,113,1603,華電,1,2026-05-17
1150513,113,1604,聲寶,1,2026-05-17
1150513,113,1605,華新,4,2026-05-17
1150513,113,1608,華榮,2,2026-05-17
1150513,113,1609,大亞,4,2026-05-17
1150513,113,1611,中電,2,2026-05-17
1150513,113,1612,宏泰,2,2026-05-17
1150513,113,1614,三洋電,1,2026-05-17
1150513,113,1615,大山,1,2026-05-17
1150513,113,1616,億泰,1,2026-05-17
1150513,113,1617,榮星,1,2026-05-17
1150513,113,1618,合機,2,2026-05-17
1150513,113,1626,艾美特-KY,1,2026-05-17
1150513,113,1702,南僑,2,2026-05-17
1150513,113,1707,葡萄王,5,2026-05-17
1150513,113,1708,東鹼,1,2026-05-17
1150513,113,1709,和益,2,2026-05-17
1150513,113,1710,東聯,,2026-05-17
1150513,113,1711,永光,2,2026-05-17
1150513,113,1712,興農,4,2026-05-17
1150513,113,1713,國化,1,2026-05-17
1150513,113,1714,和桐,2,2026-05-17
1150513,113,1717,長興,4,2026-05-17
1150513,113,1718,中纖,1,2026-05-17
1150513,113,1720,生達,2,2026-05-17
1150513,113,1721,三晃,2,2026-05-17
1150513,113,1722,台肥,3,2026-05-17
1150513,113,1723,中碳,4,2026-05-17
1150513,113,1725,元禎,1,2026-05-17
1150513,113,1726,永記,1,2026-05-17
1150513,113,1727,中華化,1,2026-05-17
1150513,113,1730,花仙子,1,2026-05-17
1150513,113,1731,美吾華,1,2026-05-17
1150513,113,1732,毛寶,1,2026-05-17
1150513,113,1733,五鼎,2,2026-05-17
1150513,113,1734,杏輝,1,2026-05-17
1150513,113,1735,日勝化,2,2026-05-17
1150513,113,1736,喬山,5,2026-05-17
1150513,113,1737,臺鹽,1,2026-05-17
1150513,113,1752,南光,1,2026-05-17
1150513,113,1760,寶齡富錦,2,2026-05-17
1150513,113,1762,中化生,2,2026-05-17
1150513,113,1773,勝一,2,2026-05-17
1150513,113,1776,展宇,1,2026-05-17
1150513,113,1783,和康生,4,2026-05-17
1150513,113,1786,科妍,2,2026-05-17
1150513,113,1789,神隆,5,2026-05-17
1150513,113,1795,美時,14,2026-05-17
1150513,113,1802,台玻,1,2026-05-17
1150513,113,1805,寶徠,1,2026-05-17
1150513,113,1806,冠軍,1,2026-05-17
1150513,113,1808,潤隆,1,2026-05-17
1150513,113,1809,中釉,2,2026-05-17
1150513,113,1810,和成,1,2026-05-17
1150513,113,1817,凱撒衛,2,2026-05-17
1150513,113,1903,士紙,1,2026-05-17
1150513,113,1904,正隆,2,2026-05-17
1150513,113,1905,華紙,4,2026-05-17
1150513,113,1906,寶隆,2,2026-05-17
1150513,113,1907,永豐餘,4,2026-05-17
1150513,113,1909,榮成,2,2026-05-17
1150513,113,2002,中鋼,4,2026-05-17
1150513,113,2006,東和鋼鐵,4,2026-05-17
1150513,113,2007,燁興,2,2026-05-17
1150513,113,2008,高興昌,1,2026-05-17
1150513,113,2009,第一銅,2,2026-05-17
1150513,113,2010,春源,1,2026-05-17
1150513,113,2012,春雨,2,2026-05-17
1150513,113,2013,中鋼構,2,2026-05-17
1150513,113,2014,中鴻,4,2026-05-17
1150513,113,2015,豐興,4,2026-05-17
1150513,113,2017,官田鋼,4,2026-05-17
1150513,113,2020,美亞,2,2026-05-17
1150513,113,2022,聚亨,2,2026-05-17
1150513,113,2023,燁輝,2,2026-05-17
1150513,113,2024,志聯,1,2026-05-17
1150513,113,2025,千興,1,2026-05-17
1150513,113,2027,大成鋼,1,2026-05-17
1150513,113,2028,威致,2,2026-05-17
1150513,113,2029,盛餘,4,2026-05-17
1150513,113,2030,彰源,2,2026-05-17
1150513,113,2031,新光鋼,2,2026-05-17
1150513,113,2032,新鋼,1,2026-05-17
1150513,113,2033,佳大,1,2026-05-17
1150513,113,2034,允強,1,2026-05-17
1150513,113,2038,海光,1,2026-05-17
1150513,113,2049,上銀,2,2026-05-17
1150513,113,2059,川湖,12,2026-05-17
1150513,113,2062,橋椿,3,2026-05-17
1150513,113,2069,運錩,1,2026-05-17
1150513,113,2101,南港,1,2026-05-17
1150513,113,2102,泰豐,1,2026-05-17
1150513,113,2103,台橡,2,2026-05-17
1150513,113,2104,國際中橡,1,2026-05-17
1150513,113,2105,正新,2,2026-05-17
1150513,113,2106,建大,2,2026-05-17
1150513,113,2107,厚生,1,2026-05-17
1150513,113,2108,南帝,2,2026-05-17
1150513,113,2109,華豐,1,2026-05-17
1150513,113,2114,鑫永銓,1,2026-05-17
1150513,113,2115,六暉-KY,1,2026-05-17
1150513,113,2201,裕隆,4,2026-05-17
1150513,113,2204,中華,4,2026-05-17
1150513,113,2206,三陽工業,2,2026-05-17
1150513,113,2207,和泰車,4,2026-05-17
1150513,113,2208,台船,1,2026-05-17
1150513,113,2211,長榮鋼,2,2026-05-17
1150513,113,2227,裕日車,2,2026-05-17
1150513,113,2228,劍麟,4,2026-05-17
1150513,113,2231,為升,1,2026-05-17
1150513,113,2233,宇隆,3,2026-05-17
1150513,113,2236,百達-KY,1,2026-05-17
1150513,113,2239,英利-KY,1,2026-05-17
1150513,113,2241,艾姆勒,1,2026-05-17
1150513,113,2243,宏旭-KY,1,2026-05-17
1150513,113,2247,汎德永業,2,2026-05-17
1150513,113,2248,華勝-KY,1,2026-05-17
1150513,113,2250,IKKA-KY,1,2026-05-17
1150513,113,2254,巨鎧精密-創,1,2026-05-17
1150513,113,2258,鴻華先進-創,2,2026-05-17
1150513,113,2301,光寶科,4,2026-05-17
1150513,113,2302,麗正,1,2026-05-17
1150513,113,2303,聯電,4,2026-05-17
1150513,113,2305,全友,1,2026-05-17
1150513,113,2308,台達電,33,2026-05-17
1150513,113,2312,金寶,4,2026-05-17
1150513,113,2313,華通,4,2026-05-17
1150513,113,2314,台揚,2,2026-05-17
1150513,113,2316,楠梓電,1,2026-05-17
1150513,113,2317,鴻海,4,2026-05-17
1150513,113,2321,東訊,1,2026-05-17
1150513,113,2323,中環,1,2026-05-17
1150513,113,2324,仁寶,12,2026-05-17
1150513,113,2327,國巨,12,2026-05-17
1150513,113,2328,廣宇,3,2026-05-17
1150513,113,2329,華泰,2,2026-05-17
1150513,113,2330,台積電,4,2026-05-17
1150513,113,2331,精英,1,2026-05-17
1150513,113,2332,友訊,2,2026-05-17
1150513,113,2337,旺宏,4,2026-05-17
1150513,113,2338,光罩,1,2026-05-17
1150513,113,2340,台亞,1,2026-05-17
1150513,113,2342,茂矽,2,2026-05-17
1150513,113,2344,華邦電,2,2026-05-17
1150513,113,2345,智邦,1,2026-05-17
1150513,113,2347,聯強,7,2026-05-17
1150513,113,2348,海悅,1,2026-05-17
1150513,113,2349,錸德,2,2026-05-17
1150513,113,2351,順德,6,2026-05-17
1150513,113,2352,佳世達,4,2026-05-17
1150513,113,2353,宏碁,19,2026-05-17
1150513,113,2354,鴻準,4,2026-05-17
1150513,113,2355,敬鵬,2,2026-05-17
1150513,113,2356,英業達,26,2026-05-17
1150513,113,2357,華碩,4,2026-05-17
1150513,113,2359,所羅門,2,2026-05-17
1150513,113,2360,致茂,19,2026-05-17
1150513,113,2362,藍天,4,2026-05-17
1150513,113,2363,矽統,1,2026-05-17
1150513,113,2364,倫飛,2,2026-05-17
1150513,113,2365,昆盈,2,2026-05-17
1150513,113,2367,燿華,2,2026-05-17
1150513,113,2368,金像電,4,2026-05-17
1150513,113,2369,菱生,1,2026-05-17
1150513,113,2371,大同,2,2026-05-17
1150513,113,2373,震旦行,2,2026-05-17
1150513,113,2374,佳能,2,2026-05-17
1150513,113,2375,凱美,1,2026-05-17
1150513,113,2376,技嘉,2,2026-05-17
1150513,113,2377,微星,1,2026-05-17
1150513,113,2379,瑞昱,4,2026-05-17
1150513,113,2380,虹光,1,2026-05-17
1150513,113,2382,廣達,18,2026-05-17
1150513,113,2383,台光電,16,2026-05-17
1150513,113,2385,群光,16,2026-05-17
1150513,113,2387,精元,2,2026-05-17
1150513,113,2388,威盛,1,2026-05-17
1150513,113,2390,云辰,1,2026-05-17
1150513,113,2392,正崴,2,2026-05-17
1150513,113,2393,億光,2,2026-05-17
1150513,113,2395,研華,10,2026-05-17
1150513,113,2397,友通,4,2026-05-17
1150513,113,2399,映泰,1,2026-05-17
1150513,113,2401,凌陽,2,2026-05-17
1150513,113,2402,毅嘉,1,2026-05-17
1150513,113,2404,漢唐,1,2026-05-17
1150513,113,2405,輔信,1,2026-05-17
1150513,113,2406,國碩,1,2026-05-17
1150513,113,2408,南亞科,17,2026-05-17
1150513,113,2409,友達,4,2026-05-17
1150513,113,2412,中華電,4,2026-05-17
1150513,113,2413,環科,1,2026-05-17
1150513,113,2414,精技,1,2026-05-17
1150513,113,2415,錩新,1,2026-05-17
1150513,113,2417,圓剛,2,2026-05-17
1150513,113,2419,仲琦,2,2026-05-17
1150513,113,2420,新巨,2,2026-05-17
1150513,113,2421,建準,12,2026-05-17
1150513,113,2423,固緯,2,2026-05-17
1150513,113,2424,隴華,1,2026-05-17
1150513,113,2425,承啟,1,2026-05-17
1150513,113,2426,鼎元,1,2026-05-17
1150513,113,2427,三商電,1,2026-05-17
1150513,113,2428,興勤,4,2026-05-17
1150513,113,2429,銘旺科,1,2026-05-17
1150513,113,2430,燦坤,4,2026-05-17
1150513,113,2431,聯昌,1,2026-05-17
1150513,113,2432,倚天酷碁-創,3,2026-05-17
1150513,113,2433,互盛電,2,2026-05-17
1150513,113,2434,統懋,1,2026-05-17
1150513,113,2436,偉詮電,3,2026-05-17
1150513,113,2438,翔耀,1,2026-05-17
1150513,113,2439,美律,4,2026-05-17
1150513,113,2440,太空梭,1,2026-05-17
1150513,113,2441,超豐,2,2026-05-17
1150513,113,2442,新美齊,2,2026-05-17
1150513,113,2444,兆勁,1,2026-05-17
1150513,113,2449,京元電子,9,2026-05-17
1150513,113,2450,神腦,4,2026-05-17
1150513,113,2451,創見,1,2026-05-17
1150513,113,2453,凌群,1,2026-05-17
1150513,113,2454,聯發科,4,2026-05-17
1150513,113,2455,全新,12,2026-05-17
1150513,113,2457,飛宏,2,2026-05-17
1150513,113,2458,義隆,4,2026-05-17
1150513,113,2459,敦吉,1,2026-05-17
1150513,113,2460,建通,1,2026-05-17
1150513,113,2461,光群雷,1,2026-05-17
1150513,113,2462,良得電,2,2026-05-17
1150513,113,2464,盟立,1,2026-05-17
1150513,113,2466,冠西電,1,2026-05-17
1150513,113,2467,志聖,4,2026-05-17
1150513,113,2468,華經,1,2026-05-17
1150513,113,2471,資通,2,2026-05-17
1150513,113,2472,立隆電,2,2026-05-17
1150513,113,2474,可成,45,2026-05-17
1150513,113,2476,鉅祥,1,2026-05-17
1150513,113,2477,美隆電,1,2026-05-17
1150513,113,2478,大毅,1,2026-05-17
1150513,113,2480,敦陽科,4,2026-05-17
1150513,113,2481,強茂,3,2026-05-17
1150513,113,2482,連宇,1,2026-05-17
1150513,113,2483,百容,2,2026-05-17
1150513,113,2484,希華,1,2026-05-17
1150513,113,2485,兆赫,1,2026-05-17
1150513,113,2486,一詮,2,2026-05-17
1150513,113,2488,漢平,1,2026-05-17
1150513,113,2489,瑞軒,1,2026-05-17
1150513,113,2491,吉祥全,1,2026-05-17
1150513,113,2492,華新科,3,2026-05-17
1150513,113,2493,揚博,1,2026-05-17
1150513,113,2495,普安,1,2026-05-17
1150513,113,2496,卓越,1,2026-05-17
1150513,113,2497,怡利電,3,2026-05-17
1150513,113,2498,宏達電,6,2026-05-17
1150513,113,2501,國建,2,2026-05-17
1150513,113,2504,國產,4,2026-05-17
1150513,113,2505,國揚,1,2026-05-17
1150513,113,2506,太設,1,2026-05-17
1150513,113,2509,全坤建,1,2026-05-17
1150513,113,2511,太子,2,2026-05-17
1150513,113,2514,龍邦,1,2026-05-17
1150513,113,2515,中工,1,2026-05-17
1150513,113,2516,新建,1,2026-05-17
1150513,113,2520,冠德,2,2026-05-17
1150513,113,2524,京城,1,2026-05-17
1150513,113,2527,宏璟,1,2026-05-17
1150513,113,2528,皇普,2,2026-05-17
1150513,113,2530,華建,1,2026-05-17
1150513,113,2534,宏盛,1,2026-05-17
1150513,113,2535,達欣工,2,2026-05-17
1150513,113,2536,宏普,1,2026-05-17
1150513,113,2537,聯上發,1,2026-05-17
1150513,113,2538,基泰,1,2026-05-17
1150513,113,2539,櫻花建,1,2026-05-17
1150513,113,2540,愛山林,1,2026-05-17
1150513,113,2542,興富發,1,2026-05-17
1150513,113,2543,皇昌,1,2026-05-17
1150513,113,2545,皇翔,1,2026-05-17
1150513,113,2546,根基,2,2026-05-17
1150513,113,2547,日勝生,2,2026-05-17
1150513,113,2548,華固,4,2026-05-17
1150513,113,2597,潤弘,2,2026-05-17
1150513,113,2601,益航,1,2026-05-17
1150513,113,2603,長榮,2,2026-05-17
1150513,113,2605,新興,4,2026-05-17
1150513,113,2606,裕民,4,2026-05-17
1150513,113,2607,榮運,2,2026-05-17
1150513,113,2608,嘉里大榮,2,2026-05-17
1150513,113,2609,陽明,4,2026-05-17
1150513,113,2610,華航,2,2026-05-17
1150513,113,2611,志信,2,2026-05-17
1150513,113,2612,中航,4,2026-05-17
1150513,113,2613,中櫃,2,2026-05-17
1150513,113,2614,東森,1,2026-05-17
1150513,113,2615,萬海,2,2026-05-17
1150513,113,2616,山隆,1,2026-05-17
1150513,113,2617,台航,1,2026-05-17
1150513,113,2618,長榮航,2,2026-05-17
1150513,113,2630,亞航,1,2026-05-17
1150513,113,2633,台灣高鐵,4,2026-05-17
1150513,113,2634,漢翔,4,2026-05-17
1150513,113,2636,台驊控股,4,2026-05-17
1150513,113,2637,慧洋-KY,5,2026-05-17
1150513,113,2642,宅配通,2,2026-05-17
1150513,113,2645,長榮航太,2,2026-05-17
1150513,113,2646,星宇航空,9,2026-05-17
1150513,113,2701,萬企,1,2026-05-17
1150513,113,2702,華園,1,2026-05-17
1150513,113,2704,國賓,1,2026-05-17
1150513,113,2705,六福,2,2026-05-17
1150513,113,2706,第一店,1,2026-05-17
1150513,113,2707,晶華,3,2026-05-17
1150513,113,2712,遠雄來,1,2026-05-17
1150513,113,2722,夏都,4,2026-05-17
1150513,113,2723,美食-KY,4,2026-05-17
1150513,113,2727,王品,2,2026-05-17
1150513,113,2731,雄獅,1,2026-05-17
1150513,113,2739,寒舍,1,2026-05-17
1150513,113,2748,雲品,2,2026-05-17
1150513,113,2753,八方雲集,2,2026-05-17
1150513,113,2762,世界健身-KY,6,2026-05-17
1150513,113,2801,彰銀,4,2026-05-17
1150513,113,2812,台中銀,4,2026-05-17
1150513,113,2816,旺旺保,1,2026-05-17
1150513,113,2820,華票,2,2026-05-17
1150513,113,2832,台產,2,2026-05-17
1150513,113,2834,臺企銀,4,2026-05-17
1150513,113,2836,高雄銀,4,2026-05-17
1150513,113,2838,聯邦銀,2,2026-05-17
1150513,113,2845,遠東銀,4,2026-05-17
1150513,113,2849,安泰銀,1,2026-05-17
1150513,113,2850,新產,2,2026-05-17
1150513,113,2851,中再保,4,2026-05-17
1150513,113,2852,第一保,1,2026-05-17
1150513,113,2855,統一證,4,2026-05-17
1150513,113,2867,三商壽,2,2026-05-17
1150513,113,2880,華南金,4,2026-05-17
1150513,113,2881,富邦金,4,2026-05-17
1150513,113,2882,國泰金,8,2026-05-17
1150513,113,2883,凱基金,4,2026-05-17
1150513,113,2884,玉山金,8,2026-05-17
1150513,113,2885,元大金,8,2026-05-17
1150513,113,2886,兆豐金,4,2026-05-17
1150513,113,2887,台新金,10,2026-05-17
1150513,113,2889,國票金,4,2026-05-17
1150513,113,2890,永豐金,4,2026-05-17
1150513,113,2891,中信金,11,2026-05-17
1150513,113,2892,第一金,4,2026-05-17
1150513,113,2897,王道銀行,4,2026-05-17
1150513,113,2901,欣欣,1,2026-05-17
1150513,113,2903,遠百,1,2026-05-17
1150513,113,2904,匯僑,1,2026-05-17
1150513,113,2905,三商,1,2026-05-17
1150513,113,2906,高林,2,2026-05-17
1150513,113,2908,特力,1,2026-05-17
1150513,113,2910,統領,1,2026-05-17
1150513,113,2911,麗嬰房,1,2026-05-17
1150513,113,2912,統一超,8,2026-05-17
1150513,113,2913,農林,2,2026-05-17
1150513,113,2915,潤泰全,2,2026-05-17
1150513,113,2923,鼎固-KY,1,2026-05-17
1150513,113,2929,淘帝-KY,1,2026-05-17
1150513,113,2939,永邑-KY,1,2026-05-17
1150513,113,2945,三商家購,4,2026-05-17
1150513,113,3002,歐格,1,2026-05-17
1150513,113,3003,健和興,1,2026-05-17
1150513,113,3004,豐達科,1,2026-05-17
1150513,113,3005,神基,6,2026-05-17
1150513,113,3006,晶豪科,2,2026-05-17
1150513,113,3008,大立光,4,2026-05-17
1150513,113,3010,華立,7,2026-05-17
1150513,113,3011,今皓,1,2026-05-17
1150513,113,3013,晟銘電,1,2026-05-17
1150513,113,3014,聯陽,4,2026-05-17
1150513,113,3015,全漢,4,2026-05-17
1150513,113,3016,嘉晶,1,2026-05-17
1150513,113,3017,奇鋐,16,2026-05-17
1150513,113,3018,隆銘綠能,1,2026-05-17
1150513,113,3019,亞光,2,2026-05-17
1150513,113,3021,鴻名,2,2026-05-17
1150513,113,3022,威強電,3,2026-05-17
1150513,113,3023,信邦,1,2026-05-17
1150513,113,3024,憶聲,1,2026-05-17
1150513,113,3025,星通,1,2026-05-17
1150513,113,3026,禾伸堂,4,2026-05-17
1150513,113,3027,盛達,4,2026-05-17
1150513,113,3028,增你強,1,2026-05-17
1150513,113,3029,零壹,2,2026-05-17
1150513,113,3030,德律,2,2026-05-17
1150513,113,3031,佰鴻,1,2026-05-17
1150513,113,3032,偉訓,1,2026-05-17
1150513,113,3033,威健,2,2026-05-17
1150513,113,3034,聯詠,4,2026-05-17
1150513,113,3035,智原,4,2026-05-17
1150513,113,3036,文曄,12,2026-05-17
1150513,113,3037,欣興,2,2026-05-17
1150513,113,3038,全台,2,2026-05-17
1150513,113,3040,遠見,1,2026-05-17
1150513,113,3041,揚智,1,2026-05-17
1150513,113,3042,晶技,5,2026-05-17
1150513,113,3043,科風,1,2026-05-17
1150513,113,3044,健鼎,7,2026-05-17
1150513,113,3045,台灣大,11,2026-05-17
1150513,113,3046,建碁,2,2026-05-17
1150513,113,3047,訊舟,1,2026-05-17
1150513,113,3048,益登,1,2026-05-17
1150513,113,3049,精金,1,2026-05-17
1150513,113,3050,鈺德,1,2026-05-17
1150513,113,3051,力特,1,2026-05-17
1150513,113,3052,夆典,1,2026-05-17
1150513,113,3054,立萬利,2,2026-05-17
1150513,113,3055,蔚華科,2,2026-05-17
1150513,113,3056,富華新,1,2026-05-17
1150513,113,3057,喬鼎,1,2026-05-17
1150513,113,3058,立德,1,2026-05-17
1150513,113,3059,華晶科,1,2026-05-17
1150513,113,3060,銘異,1,2026-05-17
1150513,113,3062,建漢,1,2026-05-17
1150513,113,3090,日電貿,2,2026-05-17
1150513,113,3092,鴻碩,1,2026-05-17
1150513,113,3094,聯傑,1,2026-05-17
1150513,113,3130,一零四,4,2026-05-17
1150513,113,3138,耀登,2,2026-05-17
1150513,113,3149,正達,1,2026-05-17
1150513,113,3150,鈺寶-創,1,2026-05-17
1150513,113,3164,景岳,1,2026-05-17
1150513,113,3167,大量,2,2026-05-17
1150513,113,3168,眾福科,1,2026-05-17
1150513,113,3189,景碩,11,2026-05-17
1150513,113,3209,全科,2,2026-05-17
1150513,113,3229,晟鈦,2,2026-05-17
1150513,113,3231,緯創,16,2026-05-17
1150513,113,3257,虹冠電,1,2026-05-17
1150513,113,3266,昇陽,2,2026-05-17
